Day,x,y
11658,23,82.2736769244
11659,25,69.5469606238
11660,15,49.9610115239
11661,19,50.0165358182
11662,15,56.6514035649
11663,15,71.3406252371
11664,26,71.0808190266
11665,17,43.3851912053
11666,26,104.1265421755
11667,20,867.6291527323
11668,17,447.4800662087
11669,15,245.9628505638
11670,13,129.5340129049
11671,15,77.2459044899
11672,16,81.4229182898
11673,21,76.6011791326
11674,10,38.3005895663
11675,16,45.3721504346
11676,23,64.076183268
11677,22,64.0029865295
11678,13,84.5097547623
11679,13,45.9737428034
11680,23,106.7393403745
11681,22,79.253383525
11682,17,55.0432960402
11683,27,70.5519385726
11684,16,39.2937413403
11685,19,27.056377078
11686,20,24.0005717649
11687,12,31.7893155379
11688,22,44.821434457
11689,13,58.9093438164
11690,13,442.2618898135
11691,13,241.1736418376
11692,15,140.5670577051
11693,14,185.9808212255
11694,17,111.5508042664
11695,15,67.2383341126
11696,27,287.9816737498
11697,20,152.6050413632
11698,22,156.2294088171
11699,18,101.8651368655
11700,16,59.5617737841
11701,16,40.6062955605
11702,15,43.5818690369
11703,10,34.7977079923
11704,26,77.6779206293
11705,16,54.8874708363
11706,23,65.078543341
11707,25,94.5980059653
11708,17,87.4132984484
11709,23,96.6986489157
11710,16,67.7059175594
11711,17,43.7620525232
11712,16,41.9683038905
11713,25,53.376821427
11714,29,104.5337686281
11715,18,86.7919744233
11716,20,85.631678867
11717,15,63.1232449306
11718,19,43.7900521947
11719,14,377.9350989908
11720,17,198.2782603095
11721,23,457.7535492103
11722,14,330.6924943448
11723,20,180.0737014989
11724,10,98.106415538
11725,29,78.3888925422
11726,23,89.181671025
11727,20,66.1254452976
11728,14,58.6818207454
11729,13,76.907787207
11730,27,86.3777934669
11731,13,53.7850469422
11732,22,51.1919085888
11733,26,66.4604187459
11734,25,54.5647524964
11735,18,36.0076130142
11736,28,74.2814487135
11737,7,42.6506522577
11738,12,43.437187946
11739,31,57.4346779343
11740,19,46.0564339518
11741,11,43.4793487921
11742,19,28.0442911627
11743,13,48.7109602535
11744,12,31.3702320207
11745,24,234.3190949371
11746,14,127.9498330742
11747,17,3138.1124733892
11748,16,1586.6207051884
11749,18,851.4972926695
11750,19,442.8687006804
11751,8,223.2462020678
11752,19,127.2686257208
11753,17,81.2851911662
11754,17,66.299449937
11755,23,56.400823891
11756,12,36.6040996741
11757,27,32.8586180824
11758,21,43.1004028062
11759,24,56.4486229304
11760,24,46.8250317144
11761,21,26.1162007053
11762,23,21.2493399552
11763,13,66.5540607173
11764,17,84.8483584921
11765,15,61.0393431325
11766,20,49.081254931
11767,18,48.6274710766
11768,13,47.8410056602
11769,22,1691.9462805646
11770,13,852.9423519119
11771,25,549.0590062418
11772,16,314.5812402665
11773,19,176.040033522
11774,15,95.7644044263
11775,18,57.1753797102
11776,18,51.8584310162
11777,6,35.1866360865
11778,23,168.6999979753
11779,20,93.5255805012
11780,14,69.835785984
11781,17,59.3668772804
11782,14,37.4603989287
11783,12,24.3682180448
11784,12,19.9520286646
11785,20,43.6108745121
11786,20,72.9324137553
11787,17,45.419170632
11788,15,39.3966161415
11789,15,29.1843785084
11790,11,22.9019177755
11791,16,20.3512135633
11792,22,26.4628778441
11793,22,66.0107096123
11794,18,106.9180704572
11795,17,113.7600348852
11796,16,176.6684011546
11797,32,162.8252326672
11798,11,96.4151607796
11799,18,68.5840709866
11800,16,37.00207574
11801,15,34.1448590859
11802,12,19.490640133
11803,19,103.7753201543
11804,17,166.5644481991
11805,17,89.0169618927
11806,17,86.931563263
11807,17,50.9474984129
11808,23,84.845917433
11809,24,61.9039983606
11810,16,48.5635898238
11811,22,58.0629187478
11812,23,75.9129631778
11813,17,42.7720033704
11814,16,35.9280817097
11815,21,56.9195986434
11816,12,33.9033779954
11817,11,42.3630414368
11818,24,46.801544158
11819,23,39.8661957629
11820,12,69.9744306645
11821,19,45.3859519357
11822,15,59.6732285955
11823,11,42.0928183572
11824,21,27.1237486466
11825,14,36.0520012244
11826,15,44.6823226719
11827,12,27.954032454
11828,15,21.8234897545
11829,15,137.6515970352
11830,20,100.8545573797
11831,23,58.1049974891
11832,21,59.3585169794
11833,12,34.022368844
11834,14,29.8482086478
11835,22,39.5258794254
11836,19,80.4417634542
11837,13,64.3637378394
11838,23,69.7131168144
11839,12,55.3870904941
11840,21,61.0766524396
11841,11,3008.6207535401
11842,20,1510.8361764785
11843,13,766.928511976
11844,14,392.7475206827
11845,15,205.8240745223
11846,22,140.6703035679
11847,23,91.0088476968
11848,21,69.4824700579
11849,19,43.3493031472
11850,18,73.8007131818
11851,19,57.5709599216
11852,24,84.768341692
11853,16,86.6098165198
11854,16,52.3058876737
11855,23,79.3479857227
11856,15,50.925788168
11857,23,40.0293706474
11858,15,27.0076154165
11859,19,189.2257254333
11860,25,122.3062672959
11861,14,71.8946176908
11862,21,85.3625546385
11863,16,97.9134989305
11864,16,64.1176050923
11865,19,47.3730243498
11866,10,27.0734573948
11867,14,59.9414576276
11868,22,80.6730209558
11869,18,45.2447535382
11870,19,75.6792414272
11871,25,42.0768536623
11872,15,37.2923180955
11873,22,48.0613425767
11874,11,49.3090502163
11875,20,55.2426128755
11876,13,61.7580202073
11877,18,59.9970328968
11878,25,75.9290247163
11879,22,50.4598120312
11880,21,55.920667603
11881,15,65.2697481535
11882,19,40.7569829571
11883,19,38.7227833156
11884,20,44.688486268
11885,12,32.0550139692
11886,17,56.5384056031
11887,21,35.6192219179
11888,23,50.0107528323
11889,17,30.9795363939
11890,15,24.9679339237
11891,16,26.8166964881
11892,16,18.2814001824
11893,17,73.7796461754
11894,18,71.3695799129
11895,16,64.5085463901
11896,17,57.0511524755
11897,16,95.1735449612
11898,20,94.8350546723
11899,13,74.3516920587
11900,21,854.141614388
11901,15,434.9977261906
11902,17,221.6366731359
11903,20,145.6476031585
11904,15,91.9099889226
11905,15,59.0066609076
11906,30,46.4524780908
11907,16,193.4237958558
11908,23,127.9685868706
11909,15,75.4541048331
11910,21,49.4454593763
11911,23,63.6388518418
11912,12,32.2413570561
11913,21,47.617582718
11914,15,29.9988202461
11915,14,21.2902978674
11916,12,22.0080746173
11917,17,371.2127857949
11918,17,247.7609486642
11919,21,146.454941922
11920,17,118.7572314561
11921,19,92.0978515032
11922,28,72.7458679454
11923,15,50.876840833
11924,15,75.3789137775
11925,7,57.8725836891
11926,19,53.5296695616
11927,23,58.7783915817
11928,16,50.3290992469
11929,13,45.0436266932
11930,14,34.3486820239
11931,17,47.4087818576
11932,13,37.7034322317
11933,18,25.4246394611
11934,15,437.4097934854
11935,17,233.8521494077
11936,12,120.5177989782
11937,12,74.1829539081
11938,20,54.2223775794
11939,15,39.206054831
11940,13,31.4689628818
11941,12,57.0761654069
11942,13,43.4818967334
11943,22,38.1423256473
11944,20,24.9286295304
11945,21,26.3161608333
11946,15,21.7461233302
11947,10,58.4069621872
11948,20,84.4643561647
11949,16,79.9881757511
11950,15,44.1449674557
11951,21,44.6276600366
11952,19,33.579645546
11953,22,33.4422137999
11954,14,43.4234055122
11955,19,38.9425661791
11956,14,92.9581335373
11957,23,201.3431820663
11958,13,107.2973462823
11959,15,93.0343382551
11960,18,59.5380313058
11961,20,40.6483046392
11962,21,92.2595589053
11963,12,59.2373693387
11964,18,48.6163580917
11965,21,36.5578270575
11966,20,71.8972708319
11967,25,45.5986241403
11968,15,32.5254723065
11969,23,114.0920475296
11970,23,82.5116950128
11971,16,47.8585590344
11972,14,32.3171710139
11973,17,50.4424672179
11974,18,36.5703269375
11975,15,20.2057186532
11976,14,18.5058521312
11977,16,16.81040463
11978,23,16.4444409038
11979,16,23.5442761961
11980,20,27.4884100746
11981,7,14.1128500406
11982,13,16.4184019962
11983,18,27.9226681654
11984,22,56.5601982037
11985,16,38.8355440488
11986,14,25.5133085031
11987,23,31.7681874772
11988,16,21.1913039541
11989,14,25.7743731821
11990,23,32.4536573244
11991,25,166.1902643937
11992,25,106.509758457
11993,22,112.4225290396
11994,8,100.8414832193
11995,21,68.7799604101
11996,17,52.1814948649
11997,21,54.6825984757
11998,16,38.7908595116
11999,11,33.2135222757
12000,23,374.9545893418
12001,16,223.2288940518
12002,13,128.4992043989
12003,16,115.9049181168
12004,18,65.0752738082
12005,19,50.1572706452
12006,23,85.9541431552
12007,14,47.2925033651
12008,21,43.0663231091
12009,16,29.7928686982
12010,18,21.3244830035
12011,15,19.4755186812
12012,25,53.5012229655
12013,16,51.8255613883
12014,18,52.8538685433
12015,21,59.019163206
12016,24,107.003349105
12017,16,70.6117368837
12018,21,49.2188380091
12019,21,32.0585524247
12020,21,24.5711328971
12021,20,48.4954657362
12022,16,33.0281119581
12023,16,33.7454446456
12024,19,63.2727345599
12025,13,849.0769866154
12026,15,431.8414277235
12027,17,232.1961596232
12028,13,153.4968929179
12029,16,93.6022960632
12030,23,57.7484486701
12031,23,44.311262523
12032,16,85.203297435
12033,13,143.2090068544
12034,21,86.1888139666
12035,13,55.0910463092
12036,22,44.4048369135
12037,15,27.4080974465
12038,21,24.706226419
12039,17,26.6715539472
12040,17,24.6633207653
12041,13,20.3239766547
12042,19,15.7242431303
12043,20,15.3693137288
12044,18,25.7340986752
12045,19,24.324108918
12046,15,19.3736619422
12047,20,64.6235118155
12048,19,46.6010159464
12049,14,42.3193407085
12050,22,48.1698191088
12051,23,6126.3270775276
12052,19,3081.9063826265
12053,14,1567.4094512104
12054,15,827.1228928233
12055,18,422.0615177865
12056,8,230.5495571516
12057,28,322.6807221138
12058,17,190.7492862569
12059,21,211.0036656937
12060,21,115.0615966306
12061,19,77.4174270897
12062,17,44.9967691398
12063,18,59.1611808236
12064,17,45.7352453102
12065,21,50.3982927638
12066,14,45.5093286978
12067,11,35.6362048197
12068,24,35.1439523128
12069,20,35.2809091346
12070,17,46.1182117879
12071,18,36.780255094
12072,23,65.249118112
12073,17,447.0284134908
12074,20,244.2471219413
12075,14,132.3856697652
12076,10,77.3386392633
12077,15,46.4106500722
12078,22,41.1283166202
12079,21,148.8408323525
12080,22,106.2153078926
12081,11,101.1994576715
12082,18,69.70954776
12083,16,55.0851273357
12084,20,33.8801846546
12085,18,45.2104607054
12086,19,48.166344275
12087,19,35.4672864244
12088,19,73.8202052936
12089,18,52.0633809212
12090,9,34.3182708525
12091,11,43.2524503988
12092,10,50.1477318801
12093,16,39.4629646606
12094,19,71.0215551981
12095,18,69.611770379
12096,14,97.9222775833
12097,22,92.5612059608
12098,17,58.3924704032
12099,21,46.5517163237
12100,24,36.9182229056
12101,20,38.0394367515
12102,16,42.6061455561
12103,19,30.7373265498
12104,19,31.581846312
12105,21,41.198368712
12106,10,33.5979006489
12107,16,269.2291954026
12108,17,142.6344719857
12109,10,79.5224726103
12110,17,45.7495015554
12111,14,46.4459751935
12112,24,73.6899963436
12113,15,52.7247752185
12114,23,112.198261427
12115,20,119.8021575482
12116,14,70.6643039782
12117,19,45.8269938031
12118,18,33.9780571397
12119,16,38.740907783
12120,16,43.6094887006
12121,12,28.4161329834
12122,20,18.4786445883
12123,21,34.6425254353
12124,12,20.754796323
12125,19,43.9779782802
12126,18,44.1803421945
12127,17,38.3359396008
12128,14,32.3195278876
12129,21,998.4954595567
12130,22,526.9909833437
12131,24,279.9688037636
12132,17,157.5674840661
12133,19,150.8028165396
12134,21,96.6448227119
12135,13,58.3483177081
12136,28,55.935513761
12137,12,43.2907447046
12138,16,27.5100895355
12139,20,27.196792983
12140,15,29.9354303727
12141,23,75.6546014882
12142,19,122.9127213857
12143,16,65.1369420048
12144,15,48.1365043534
12145,21,68.827413778
12146,19,63.7806266668
12147,15,51.6298365317
12148,16,125.5715997665
12149,22,78.3234926588
12150,16,55.7830693609
12151,25,465.1059801368
12152,24,273.2848386556
12153,21,302.0988872734
12154,23,205.3124594751
12155,17,159.1959646503
12156,11,81.4148199375
12157,13,45.6795439834
12158,14,25.6303441866
12159,23,62.4491189978
12160,19,68.2585110731
12161,12,44.6387853281
12162,18,38.3643749543
12163,21,32.1540378088
12164,13,30.5619778117
12165,21,143.1670609827
12166,8,76.0746424045
12167,15,53.7203041673
12168,13,555.1832025627
12169,20,286.9953155017
12170,21,171.1343077734
12171,20,92.7708048815
12172,15,90.6997188365
12173,14,54.8394420573
12174,14,37.4756382453
12175,12,24.986087841
12176,24,329.4916809641
12177,8,180.851542409
12178,18,111.9419647854
12179,15,63.822502949
12180,15,41.4838683286
12181,23,46.5261635121
12182,16,31.6947654806
12183,19,23.3637174418
12184,19,73.25738318
12185,18,57.2957582468
12186,12,34.0363944866
12187,19,41.7681453934
12188,13,44.8676424072
12189,16,71.1650091519
12190,14,63.23318575
12191,14,47.3980351001
12192,19,41.5871506176
12193,29,94.3052372653
12194,15,59.8422440504
12195,16,37.5603639366
12196,20,37.1814701057
12197,12,27.8736816129
12198,15,38.3337542791
12199,22,55.5496077662
12200,15,63.4022143103
12201,21,40.2298602556
12202,18,37.1285497051
12203,14,26.0563634321
12204,11,32.4497205642
12205,15,33.2436541868
12206,21,46.1929337146
12207,17,27.7887241681
12208,25,54.5158621569
12209,22,51.4796983595
12210,13,29.3784086579
12211,19,35.9974405943
12212,17,115.9577284549
12213,13,72.2600528246
12214,17,64.8708826501
12215,17,56.1350040469
12216,25,48.3328558542
12217,25,29.975211812
12218,21,72.5370608425
12219,19,48.2353053639
12220,11,140.9891527509
12221,20,85.5040918333
12222,16,68.3186351118
12223,29,161.1244976337
12224,21,91.3826720079
12225,16,60.2225511424
12226,23,37.537999306
12227,13,40.027228805
12228,16,52.3336004454
12229,18,63.0800509442
12230,12,42.1702756182
12231,19,27.4263223233
12232,17,28.043154705
12233,14,25.8496588211
12234,17,46.9603451016
12235,15,60.0416738587
12236,12,38.409100308
12237,24,42.8370080698
12238,21,46.6311640085
12239,18,31.0231357303
12240,10,68.5636413887
12241,14,58.4487626496
12242,13,50.269351725
12243,17,34.9049389991
12244,22,58.0320733426
12245,13,40.7245181593
12246,21,92.0298876378
12247,19,56.3389629589
12248,19,42.4012706237
12249,17,33.8891025451
12250,15,37.1835856715
12251,21,46.9903519603
12252,18,30.4685185985
12253,19,125.4405632896
12254,26,130.7673659027
12255,20,76.3747405037
12256,17,43.2293248162
12257,22,33.6438767435
12258,8,56.8411205326
12259,17,35.0149308584
12260,19,23.9364562679
12261,20,23.5817018666
12262,19,20.2163127766
12263,20,34.4332057977
12264,27,60.8025353165
12265,20,46.9337412691
12266,13,25.960721727
12267,17,20.5486466245
12268,32,51.2399992455
12269,15,28.6785107833
12270,19,19.8723136706
12271,15,66.4832795947
12272,23,65.3602792801
12273,12,39.7528671491
12274,25,32.5060276977
12275,27,54.3270691636
12276,17,49.3723395393
12277,20,29.929317267
12278,21,28.1909523013
12279,19,65.0021514854
12280,21,152.9621995532
12281,17,90.3957392428
12282,24,62.381127165
12283,17,62.620665869
12284,23,46.7265755196
12285,20,48.7850651755
12286,14,70.0941579556
12287,21,166.0744608182
12288,13,92.2087717626
12289,19,58.4086159982
12290,18,397.0569013719
12291,19,211.2387077087
12292,13,108.9272916321
12293,16,402.4595530744
12294,16,259.6178982566
12295,18,145.9774412224
12296,15,77.6690784757
12297,17,46.5444368088
12298,19,71.2966497574
12299,13,37.4160988549
12300,10,73.2085336571
12301,18,44.409536539
12302,17,56.8457783245
12303,21,102.4163911622
12304,16,59.2413177454
12305,13,71.6317327614
12306,17,88.1899371008
12307,17,60.2986665903
12308,16,92.6938444303
12309,14,77.3600046283
12310,18,52.5936507111
12311,13,40.069828054
12312,21,42.6955942979
12313,14,28.9631587521
12314,16,24.2108061417
12315,13,30.7833201214
12316,16,39.6967739498
12317,19,39.9370623156
12318,19,24.2009125206
12319,16,16.2118026683
12320,16,24.3272126998
12321,12,14.959672785
12322,17,606.9010576409
12323,15,309.6727505248
12324,20,236.0476654779
12325,19,129.4073640239
12326,18,74.8043386218
12327,17,71.3558318456
12328,27,66.5865503847
12329,19,112.509010409
12330,22,63.0848954493
12331,16,36.6241256816
12332,14,67.0917283656
12333,19,40.2573208691
12334,20,49.005443227
12335,21,84.5925201524
12336,17,85.4565375687
12337,12,45.032413062
12338,21,84.0565079355
12339,21,46.2276455358
12340,15,35.4480451501
12341,21,57.1769461829
12342,18,33.3521471364
12343,21,21.7232209406
12344,26,15.2982938694
12345,27,100.9297903412
12346,19,111.4985656518
12347,14,59.8801487933
12348,17,59.2385445563
12349,22,62.6828079127
12350,15,56.3300626449
12351,22,49.2047902059
12352,17,33.9803589128
12353,19,25.7401713429
12354,12,29.5093177443
12355,17,35.0090544427
12356,19,58.4989140172
12357,25,438.0733157639
12358,15,227.0062269274
12359,16,141.9695628102
12360,19,76.4812565415
12361,21,60.4589873161
12362,24,56.2364459967
12363,18,41.6739295838
12364,18,31.2014393739
12365,12,74.7004089773
12366,25,127.5049944767
12367,14,69.7915734943
12368,29,134.6882504383
12369,15,115.1888261789
12370,22,67.5658333963
12371,16,52.7382947411
12372,14,34.0063797365
12373,12,44.0858847939
12374,19,135.353449552
12375,16,99.8432966444
12376,23,93.2296433441
12377,13,50.3982722168
12378,22,42.8459966867
12379,23,28.9058967349
12380,19,201.9222000278
12381,16,107.168017835
12382,19,287.5449012006
12383,15,158.8325795509
12384,21,92.710718642
12385,21,53.1900634542
12386,18,41.9607063521
12387,24,49.0696015247
12388,19,69.792419717
12389,14,152.9769953052
12390,14,84.2547004556
12391,16,59.844252432
12392,21,41.7362362351
12393,17,70.027297044
12394,17,40.1845888233
12395,16,32.8287361397
12396,22,72.6089178593
12397,19,39.5891134414
12398,17,22.6832420883
12399,19,63.171165803
12400,15,52.7410446819
12401,15,37.7535207633
12402,23,145.9342201088
12403,18,98.7706185075
12404,14,49.5618413827
12405,15,30.6844083266
12406,21,39.8425599574
12407,20,97.1891320602
12408,21,146.3682667212
12409,17,95.3692857646
12410,16,57.8001289645
12411,17,44.776107477
12412,13,26.5499456135
12413,18,24.7106062119
12414,13,43.7295696578
12415,15,23.5764712147
12416,17,26.0782155468
12417,14,30.1392491046
12418,22,43.305278265
12419,26,129.6961906281
12420,17,101.5881428745
12421,22,85.8251991339
12422,19,57.1842810366
12423,19,52.4176497304
12424,6,26.8933844118
12425,14,25.1432092833
12426,26,66.0518904192
12427,19,34.2885507674
12428,16,30.9186799172
12429,11,23.5540129475
12430,17,50.256745756
12431,18,83.6007383906
12432,27,54.2044060565
12433,15,88.5043343292
12434,29,58.3535578022
12435,17,32.9655308908
12436,16,38.7641731019
12437,19,81.3403405457
12438,17,60.0661166975
12439,20,45.7881647122
12440,17,24.8888065122
12441,15,25.0443401725
12442,21,32.9293546006
12443,24,29.7172145472
12444,14,17.923648956
12445,16,19.6159852379
12446,11,22.1253640873
12447,15,17.9189620882
12448,24,31.8083033988
12449,17,27.3685182981
12450,20,27.3907423221
12451,14,60.8007460549
12452,17,38.0926635657
12453,19,255.5347588672
12454,12,128.7302169825
12455,31,113.3693286777
12456,10,64.3123142156
12457,20,52.6296728737
12458,22,74.9858430652
12459,12,50.4997172056
12460,14,39.4596878234
12461,16,52.6530856797
12462,22,48.0690835794
12463,13,29.4489212063
12464,17,66.0474289162
12465,23,53.3021495036
12466,18,92.9425919902
12467,7,48.4122145044
12468,19,61.3452113676
12469,13,79.3590749082
12470,19,77.6955207332
12471,18,112.9700590205
12472,14,76.9449637823
12473,12,51.2552324374
12474,12,33.7723050596
12475,25,45.5095379764
12476,29,89.3789422821
12477,14,57.5393867522
12478,17,50.4311350636
12479,18,29.1080062169
12480,13,31.2054412434
12481,13,30.002449175
12482,15,20.4584927488
12483,20,27.3321641526
12484,19,22.5010331079
12485,16,23.7250225909
12486,19,40.4877871775
12487,22,37.3909704075
12488,18,58.3954934904
12489,24,36.2460220099
12490,15,26.4021651302
12491,18,24.9537736665
12492,14,35.4405244913
12493,12,20.6125837452
12494,13,16.8090282108
12495,16,32.506867799
12496,20,71.461766747
12497,15,71.7852316667
12498,22,44.6225975467
12499,19,66.4657171438
12500,13,42.4230219706
12501,18,35.973250926
12502,17,42.714229959
12503,23,49.60413601
12504,18,78.437591654
12505,19,59.2948225831
12506,22,53.5950406617
12507,16,30.3105029845
12508,18,26.8920302004
12509,21,31.4754146391
12510,11,33.3942739655
12511,11,28.6447579098
12512,18,18.200726793
12513,17,19.553185752
12514,18,36.6069680738
12515,20,47.2457552704
12516,28,30.4822419978
12517,15,59.6925857461
12518,26,145.5862270169
12519,18,83.3925325495
12520,16,45.0181237934
12521,18,45.5990390613
12522,16,58.8176881494
12523,23,36.6146535813
12524,17,26.0379437001
12525,19,24.3638190434
12526,20,25.626993541
12527,11,18.7686931734
12528,21,34.3864282197
12529,18,37.2066166441
12530,17,34.3799986243
12531,20,32.8928098847
12532,15,28.8428903445
12533,15,25.417398938
12534,18,30.8224481041
12535,24,33.7028305314
12536,16,25.0685497928
12537,22,64.9795803966
12538,16,59.8119519627
12539,23,108.6616883142
12540,9,59.1276121479
12541,12,82.7060099732
12542,18,72.8534790883
12543,17,50.826013946
12544,18,49.5256750802
12545,20,37.990757964
12546,19,75.9638035372
12547,16,58.3646818228
12548,12,34.1186635404
12549,27,42.7277359718
12550,16,28.2991794508
12551,24,120.6338234039
12552,14,68.3048759724
12553,16,268.2182357132
12554,21,150.4641885806
12555,15,99.6248365217
12556,21,61.5852302375
12557,12,34.7098630164
12558,19,26.4942974603
12559,19,34.3640531902
12560,19,51.3064649181
12561,22,49.1863738614
12562,16,36.0034946973
12563,17,20.745265948
12564,21,31.0682019959
12565,14,17.7248167864
12566,11,14.4607027108
12567,19,19.0721565939
12568,16,14.0713896971
12569,20,15.4428161178
12570,23,30.4117387749
12571,14,45.7122769725
12572,16,31.2564911878
12573,18,59.7845130389
12574,19,138.075750851
12575,24,97.0357637505
12576,12,54.9634049853
12577,19,428.5396996857
12578,23,330.4014326179
12579,10,193.0033635055
12580,17,259.2242690511
12581,21,149.4019921956
12582,10,95.0325012117
12583,13,61.029832124
12584,23,90.6762267131
12585,17,52.3246558683
12586,17,57.8123428856
12587,11,51.2845691989
12588,22,32.2449121834
12589,16,30.9252835885
12590,23,34.6336082383
12591,19,20.857881732
12592,19,49.3317299585
12593,15,89.3227506841
12594,22,63.4407107971
12595,19,74.8645853113
12596,18,110.0323366763
12597,15,63.0683902273
12598,26,78.045074408
12599,16,51.6467205821
12600,18,30.6477695457
12601,20,34.3490707144
12602,20,62.7396648079
12603,17,40.6006027812
12604,12,49.0878533945
12605,13,32.6412522323
12606,17,38.0100782365
12607,17,50.8602397203
12608,17,94.780703424
12609,15,51.9444074844
12610,14,47.6854272834
12611,17,388.6637976396
12612,16,231.8127559774
12613,24,145.9297025779
12614,15,77.3896648915
12615,21,105.0309613799
12616,17,145.9681356348
12617,20,87.7846125758
12618,22,116.153602638
12619,18,72.49700645
12620,16,50.9140944442
12621,11,32.7890574664
12622,21,54.6615323582
12623,17,29.2539646888
12624,19,28.6781939941
12625,17,28.6563871084
12626,20,48.1613113001
12627,21,67.1061415144
12628,21,38.8495433366
12629,11,31.8654966472
12630,15,23.557942649
12631,10,26.520150504
12632,19,21.0222069342
12633,15,20.4765380196
12634,16,20.9967950967
12635,19,37.4754529795
12636,13,30.0343538117
12637,17,43.8970538615
12638,11,23.821076358
12639,10,55.5908338602
12640,17,423.7961566977
12641,18,238.6985093628
12642,17,144.6924352042
12643,15,94.8073092984
12644,11,54.234348941
12645,16,36.5337222353
12646,14,19.7995538997
12647,15,17.5665906594
12648,16,13.219266076
12649,14,18.5866913354
12650,13,14.593434248
12651,13,72.714591803
12652,16,59.1445434761
12653,13,37.2194856985
12654,20,27.262531175
12655,13,42.4183982259
12656,12,30.241465569
12657,15,53.7379048705
12658,22,35.2120345103
12659,15,21.0569763786
12660,22,52.2201595503
12661,13,29.5764868038
12662,22,31.1406585792
12663,24,25.3370777705
12664,17,20.4470348422
12665,9,27.4228752998
12666,19,32.4734565828
12667,22,52.2496656828
12668,15,58.6161677129
12669,16,70.4040433952
12670,14,65.3707028814
12671,20,41.8993610551
12672,14,28.3227700855
12673,25,94.8239933174
12674,25,90.2091304131
12675,20,108.11550052
12676,23,64.5844419575
12677,17,44.2583807457
12678,19,24.4017146663
12679,14,70.2892487527
12680,19,48.7397947124
12681,10,37.1178448133
12682,19,101.8119455232
12683,20,90.8344712949
12684,23,64.6564154686
12685,23,52.9431450318
12686,13,33.247874753
12687,26,56.4581655626
12688,17,148.5504898593
12689,17,94.3908171664
12690,20,65.3576645228
12691,13,42.5365169774
12692,32,141.8248143578
12693,22,108.7577547849
12694,25,78.1827695972
12695,14,77.2204500773
12696,21,51.1878156207
12697,15,36.34405214
12698,21,40.5462805751
12699,10,43.3997890653
12700,22,52.7088461022
12701,21,48.2616828134
12702,11,44.4612354961
12703,20,29.0804830728
12704,16,28.6214532518
12705,15,73.2470131132
12706,20,90.3153964575
12707,24,58.672570821
12708,19,35.3189553774
12709,12,26.6677441999
12710,16,34.6974547654
12711,22,55.2480788532
12712,11,58.0383856876
12713,18,193.4231512441
12714,16,124.1941951031
12715,19,73.5216424144
12716,9,44.3937414828
12717,22,55.3998724536
12718,15,94.4137209373
12719,20,59.060788163
12720,19,53.9696512569
12721,16,33.7209450091
12722,16,30.4494902473
12723,13,28.2934549389
12724,15,32.411858497
12725,17,38.334230819
12726,20,38.9572394376
12727,20,22.5856811732
12728,15,16.7369497951
12729,19,38.8901520366
12730,16,35.0203640001
12731,13,33.0149565976
12732,10,39.0291897121
12733,18,40.8258934345
12734,18,28.6474906707
12735,18,171.4383462728
12736,22,123.1409680833
12737,23,84.4243576299
12738,22,68.8908039482
12739,11,91.4347298008
12740,15,3024.6038721151
12741,8,1516.6312805151
12742,21,873.8421489409
12743,21,810.2419709992
12744,22,429.2202368588
12745,27,251.8261635219
12746,20,144.2508703515
12747,9,146.0417536293
12748,20,91.5725736599
12749,16,62.6243260159
12750,18,60.5318329619
12751,14,42.2999997233
12752,17,27.9717167943
12753,22,46.2330347373
12754,25,122.1944000427
12755,14,72.8851338101
12756,18,43.3870939891
12757,21,37.8550687215
12758,21,57.9387232194
12759,11,38.3962442597
12760,9,23.7528327552
12761,20,26.0563064885
12762,17,118.5567332979
12763,25,137.2650044518
12764,10,81.304135327
12765,12,72.0136858126
12766,27,60.7556303655
12767,18,33.4768422078
12768,14,25.6175356784
12769,21,21.577259985
12770,14,37.6048880502
12771,18,38.555334398
12772,22,56.6331158396
12773,20,45.4148627847
12774,17,311.7567735909
12775,15,174.9355019863
12776,14,96.0394899683
12777,20,88.1244714237
12778,16,54.3230070949
12779,18,38.8612672668
12780,14,34.1083235944
12781,14,20.0681299741
12782,14,21.9224986713
12783,16,45.5576032182
12784,20,149.159649052
12785,15,99.5894524682
12786,23,87.3788560182
12787,23,128.4721582558
12788,13,70.6326466484
12789,10,40.3046211052
12790,21,24.9263263574
12791,12,58.0593978207
12792,20,67.6959796635
12793,24,39.1244948145
12794,16,31.0630593451
12795,28,41.7113648556
12796,26,164.0492554176
12797,19,103.1250303709
12798,18,71.3304316431
12799,18,57.3893805505
12800,28,233.4159603066
12801,20,140.157306607
12802,13,124.9241044852
12803,12,87.0919880719
12804,22,54.7730674486
12805,16,39.8699901054
12806,13,27.4436736015
12807,25,36.3431944494
12808,21,33.8963835202
12809,21,85.4833542393
12810,17,62.0980989151
12811,15,67.1262493548
12812,12,35.4085605726
12813,18,28.1248844633
12814,14,21.3304426401
12815,18,61.7752638353
12816,19,40.1350246355
12817,9,32.1306115611
12818,15,31.3710994984
12819,14,32.746001017
12820,19,362.9350632288
12821,20,196.5244340714
12822,20,107.3432821379
12823,16,56.2068224678
12824,22,74.1526252719
12825,24,74.8893021969
12826,11,6136.6056162087
12827,21,3086.1144135458
12828,14,1556.6661038034
12829,18,857.0061695337
12830,24,438.904602254
12831,10,263.1980608498
12832,21,161.2045028237
12833,18,94.5733590075
